# Sentences appearing in many DISTINCT patents, with the vocabulary they carry.
# Each passage is ONE attestation regardless of how many documents repeat it.
# docs	n_terms	terms	passage
50	1	acid	3-methyl-5-phenyl-2-pentenoic acid nitrile;
25	2	form,powder	microcapsules can be used in liquid form applicable to liquid consumer products as well as in powder form, applicable to powder consumer products.
25	2	cleaning,hand	liquid cleaning and disinfecting agents, including antibacterial hand-wash types, cleaning bars, mouthwashes, denture cleaners, dentifrice, car or carpet shampoos, bathroom cleaners;
49	1	alcohol	the solvent is preferably not an alcohol.
16	3	aspect,form,standard	all of such products which were applicable may be in standard, concentrated or even highly concentrated form even to the extent that such products may in certain aspect be non-aqueous.
16	3	acid,solution,water	this second solution contains 10 grams of butyl acrylate-acrylic acid copolymer emulsifier (colloid c351, 25% solids, pka 4.5-4.7, kemira), 120 grams of distilled water, sodium hydroxide solution to adjust ph to 4.8, 25 grams of partially methylated methylol melamine resin (cymel 385, 80% solids, cytec).
48	1	intended	it will be appreciated that the invention as claimed is not intended to be limited in any way by these examples.
24	2	deliver,formulation	in addition to the compounds of the present invention, other materials can also be used in conjunction with the fragrance formulation to encapsulate and/or deliver the fragrance.
16	3	particles,particularly,properties	however, particularly good builder properties may even be achieved where the silicate particles produce indistinct or even sharp diffraction maxima in electron diffraction experiments.
24	2	aromatic,form	cycloalkenyl or cycloalkynyl), or can be in the form of an aromatic hydrocarbon, i.e.
16	3	application,intended,process	moreover, the scope of the present application is not intended to be limited to the particular embodiments of the process, machine, manufacture, composition of matter, means, methods and steps described in the specification.
24	2	performance,specifically	the term “auxiliary agent” refers to ingredients that might be employed in a fragrance composition for reasons not specifically related to the olfactive performance of said composition.
48	1	menthol	menthol (2-isopropyl-5-methylcyclohexanol);
16	3	acid,extract,group	inci: propylene glycol, aqua, oenothera biennis root extract, ellagic acid and ellagitannins, for example from pomegranate), phosphoramidone hinokitiol, edta, galardin, equistat (company collaborative group;
16	3	acid,group,leaves	preferred actives of are selected from the group consisting of retinyl palmitate, ursolic acid, extracts from the leaves of the rosaceae family, sub-family rosoideae, genistein and daidzein.
24	2	active,antiperspirant	suitable astringent antiperspirant active ingredients are primarily salts of aluminium, zirconium or of zinc.
16	3	basic,cationic,group	suitable dye clay conjugates include dye clay conjugates selected from the group comprising at least one cationic/basic dye and a smectite clay, and mixtures thereof.
16	3	combination,defined,encapsulated	the perfume element of said consumer product can be a combination of perfume microcapsules as defined above and free or non-encapsulated perfume, as well as other types of perfume microcapsule than those here-disclosed.
24	2	aspects,defined	although the various aspects of the invention have been illustrated above by reference to examples and preferred embodiments, it will be appreciated that the scope of the invention is defined not by the foregoing description but by the following claims properly construed under principles of patent law.
16	3	care,make,powder	make-up cosmetic including manicure, mascara, eyeliner, eye shadow, liquid foundation, powder foundation, lipstick and cheek rouge k) consumer goods packaging such as fragranced cartons, fragranced plastic bottles/boxes l) pet care products i.
24	2	important,tools	it is useful to mention here that the possibility to have, in the compositions mentioned above, more than one compound of formula (i) is important as it enables the perfumer to prepare accords, perfumes, possessing the odor tonality of various compounds of the invention, creating thus new tools for their work.
16	3	art,effect,how	solid carriers are of current use in the art and a person skilled in the art knows how to reach the desired effect.
24	2	aldehydic,formulations	in particular one may cite perfuming ingredients which are commonly used in perfume formulations, such as: aldehydic ingredients: decanal, dodecanal, 2-methyl-undecanal, 10-undecenal, octanal, nonanal and/or nonenal;
16	3	active,base,water	for liquid consumer product mentioned below, by “active base”, it should be understood that the active base includes active materials (typically including surfactants) and water.
47	1	washing	for purposes of the present invention, washing includes but is not limited to, scrubbing, and mechanical agitation.
47	1	balsamic	balsamic ingredients: coumarin, ethylvanillin and/or vanillin;
46	1	art	these examples are for the purpose of illustration only and it is understood that variations and modifications can be made by one skilled in the art.
46	1	group	4,396,670, to the wiggins teape group limited is a pertinent early example of the latter.
23	2	art,based	without further elaboration, it is believed that one skilled in the art can, based on the description herein, utilize the present invention to its fullest extent.
23	2	art,changes	examples while particular embodiments of the present invention have been illustrated and described, it would be obvious to those skilled in the art that various other changes and modifications can be made without departing from the spirit and scope of the invention.
23	2	defined,formulation	the fragrance formulation of the present invention comprises a compound of the present invention and further a complementary fragrance compound as defined above.
