# INDEPENDENT ATTESTATIONS — distinct sentences a term was harvested from.
# A sentence copied into 100 patents is ONE attestation.
# Uses vocab.py's own PRE/POST/STOP, so `docs` matches vocab.py exactly.
# term	docs	attestations	copy_factor	top_share	top_sentence
tuberose	7	7	1.00	0.429	3-butylbicyclo[3.2.1]octan-2-one possessed strong coconut, lactonic, woody, minty, jasmine cis like, anisic, and tuberose notes
vaginal	7	3	2.33	0.714	non-limiting examples of body malodor include any type of odor produced by the human body including, but not limited to: axillary (armpit) odor, scalp odor, foot odor and vaginal odor
double	7	2	3.50	0.857	relative to control micelle compositions at the same perfume dose, inventive compositions can provide more than double the scent over the skin compared to control, sometimes providing a 3-fold or greater perfume retention on skin compared to control
woody-tone	7	26	0.27	0.286	the compound represented by formula (1) has a mint-like aroma as well as an aroma of woody-tone, spicy-tone, floral-tone, green-tone, or like, and also is excellent in diffusivity
areas	7	5	1.40	0.429	moreover, odor intensities were calculated from measured peak areas using the odor value concept (ov)
geraniol	7	13	0.54	0.286	it could be confirmed that the geraniol odor is emitted by reacting the towel after drying obtained using the softener prepared in example 42 with lipase
anise-like	7	7	1.00	0.143	table 1 structural formula aroma evaluation example 1 fruity aroma woody aroma having floralness (damascone-like) green aroma amber aroma having balsamicness example 2 coconut-like sweet and fruity aroma mint-like aroma having floralness herbal aroma example 3 fresh mint-like aroma fruity aroma bitt
function	7	7	1.00	0.286	an “anosmic” individual is one who has essentially no olfactory nerve capacity being unable to detect the odor of the odorant substance, but has trigeminal nerve function, being able to detect an odorant substance by means of irritant, tingling sensations when it is present at an irritant concentrat
terpenic	7	8	0.88	0.286	turns it from a candy/artificial coconut flavor to more of a natural flavor; flavorist 12: more terpenic notes
enabling	7	6	1.17	0.286	in addition, the problem to be solved by the present invention is to provide a technique for enabling scent emission or deodorization to be achieved at the same timing as a time at which a microorganism sufficiently proliferates and generates a malodor
utilized	7	6	1.17	0.286	a fragrance ingredient, as used herein, refers to any perfume raw material that is utilized for its fragrance, scent and/or hedonic benefit
obvious	7	9	0.78	0.143	example 1 comparative capsule 0/3 51% example 4a example 3a capsules 0/2 14% example 4b example 3b capsules 0/4 12% example 4c example 3c capsules 0/2 22% example 4d example 3d capsules 0/4 10% pre-rub or post-rub odor grade description 0 no odor 1 slight odor 2 noticeable odor 3 highly noticeable, 
animalistic	7	9	0.78	0.286	the olfactory properties of selected isomer mixtures of 17-oxacycloheptadec-10-en-1-one can be described as follows: 99% trans-17-oxacycloheptadec-9-en-1-one: 1% cis-17-oxacycloheptadec-9-en-1-one (comparative mixture): musk-like, erogenous, mild ambergris-like, with floral aspects and little fruity
linalool	7	9	0.78	0.143	screw speed 200 rpm nozzle diameter 2 mm nozzle pressure: 2 bar torque: 6.9 nm appearance: clear colorless extrudate, soluble in water; on dissolution, an odor of linalool is perceptible
widely	7	7	1.00	0.143	compounds possessing powerful green, floral, natural odor profiles are very attractive as widely suitable odor notes, especially for the use in fabric care products
complete	7	8	0.88	0.143	summary a technical problem to be solved by the present invention is to overcome the defects and deficiencies in development of existing cigarettes with chinese-style flavor, especially the deficiency of insufficiently showing a clear chinese-style flavor, and to provide a slow-release fragrance, wh
lipophilic	7	12	0.58	0.143	it has been surprisingly further observed that the acetophenone derivatives of formula (i), use alone or in a mixture of two or more acetophenone derivatives, also show the ability to stabilize emulsions through the improved solubility character of lipophilic compounds of the acetophenone derivative
solubility	7	6	1.17	0.286	such prior disclosed agents range from heavy perfumery materials and perfume extenders (understood to be compounds having an odour, and which are compatible, both as to solubility and odour, with a more expensive or less available perfume oil, and, when admixed or used in conjunction therewith, exte
meant	7	12	0.58	0.286	by “improved” it is meant that the fragrance character of the composition, particular the components contributed by the volatile fragrance materials, can be perceived by the consumer at later time points such as, for example, 2 hours, 4 hours, 6 hours, 8 hours, 10 hours, and possibly all the way up 
capsule	7	5	1.40	0.286	the residual scent of the fragrance capsule was evaluated by evaluating the residual scent of the test specimen after drying
families	7	6	1.17	0.286	this selection of odour families and odour descriptors allows the skilled perfumer to characterize the odour of all perfume ingredients contained in the perfumer&#39;s palette
now	7	7	1.00	0.143	the applicant has now discovered that certain odour attributes impact well-being more positively than others and that a classification of the perfume ingredients according to their position in the odour space and impact on the perception of well-being is possible
visual	7	9	0.78	0.143	it also facilitates the interaction of a perfumer with a customer by providing a detailed visual impression of the fragrance composition
pro	7	13	0.54	0.143	based on the olfactive character of each of the selected ingredients, as well as the relative proportions in which they are employed, an experienced perfumer may be able to form a reasonable mental impression of the odor of the composition, which will be of some assistance in guiding him or her thro
keep	7	9	0.78	0.286	and 0° c., were compared with the fragrance composition immediately after dissolution, but the compositions were found not to change in their aromas and to keep their good aromas
relationship	7	11	0.64	0.143	2 shows test-retest reliability and relationship between smell-s and smell-r tests
created	7	9	0.78	0.286	as a result, the inventors have found that when 2-isopropyl-4-methyl thiazole, which has not been elucidated as an aroma component in a rose essential oil, is added alone or in combination with rose oxide, a natural rose aroma with freshness, sweetness, and softness can be created, and the aroma evo
convey	7	4	1.75	0.429	alcoholic) solutions that “carry away” the scent- or fragrance substance during evaporation and thus convey the sensory impression of a certain odor to the olfactory organ of the user, i.e
patchouli-like	7	17	0.41	0.286	thus, there is an ongoing demand in the fragrance and flavour industry for new compounds imparting, enhancing, or improving patchouli-like odour notes
line	7	7	1.00	0.286	after line drying, the odor of the towels was followed for eight days
entire	7	7	1.00	0.286	however, none of these compounds (b) to (f) known from the prior art is able to reproduce the odor impression of the natural lily of the valley blossom in its entire complexity
steps	7	8	0.88	0.286	a method according to the invention of providing skin, hair, surfaces or textile fibers with an odor note, especially an odor note of lily of the valley comprises the following steps: providing a fragrance preparation comprising (a) compound of formula (i) as defined above and (b) one or more furthe
profiles	7	4	1.75	0.571	in order to satisfy customers&#39; needs, new fragrance profiles and complex olfactory impressions have to be developed on a regular basis
bodily	7	15	0.47	0.286	it will be understood that the present patch 1 will find most application with regard to human deodorants to mask bodily odours
ensure	7	6	1.17	0.286	being an aqueous composition that is low in either acidity alone or both acidity and degrees brix and which is relatively high in the content of essential oil from peel, the liquid composition of the present invention has an advantage in that it can be incorporated into drinks in large enough amount
costus	7	9	0.78	0.286	the addition of 10 parts by weight of 6α-tert-butyl-perhydro-1α,3α-dimethyl-4aβh,8a αh-2-naphthalenone confers a less developed pheromone note but with a stronger costus note, or much more in the direction of a costus character.
